File ID	File Name	Data Category	Data Type	Project ID	Case ID	Sample ID	Sample Type
0398eb84-be87-4906-9e22-cb94494b54f6	85de0d7a-0624-4cd6-a33f-146b11b1b306.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-DQ-7592	TCGA-DQ-7592-01A	Primary Tumor
ec391e89-3ffa-4e8f-ba46-7ea7a95dcd7b	42d768b0-15c5-47c4-8001-23e7ecb87ce5.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CN-5369	TCGA-CN-5369-01A	Primary Tumor
3097e921-1029-4060-9b7e-2547818f9202	ede64681-4832-4b19-8336-6adb45b48e43.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-HNSC	TCGA-DQ-7592	TCGA-DQ-7592-01A	Primary Tumor
cad17b91-3471-4ce4-ad12-e91fe14d198b	8e493e3b-08db-4885-8d50-64fbfd5eafca.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-HNSC	TCGA-CR-7398	TCGA-CR-7398-01A	Primary Tumor
d9a379e4-3a0b-480f-9470-4b87cc8b8c09	10c57f41-e961-4a07-a457-2acb8695f100.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-D6-6824	TCGA-D6-6824-01A	Primary Tumor
be884961-bfda-468d-9f5b-ac21962312e0	ede64681-4832-4b19-8336-6adb45b48e43.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-HNSC	TCGA-DQ-7592	TCGA-DQ-7592-01A	Primary Tumor
572d0299-ab3d-4f8a-add2-d5ae0eb8cdbb	a1650a96-9119-458c-92d7-96434c3292d4.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-HNSC	TCGA-4P-AA8J	TCGA-4P-AA8J-01A	Primary Tumor
137d8326-fb3d-447d-9daf-fbd345f6a965	5de7f14f-00f4-468b-ba35-a4ed5643f21d.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-HNSC	TCGA-BB-4227	TCGA-BB-4227-01A	Primary Tumor
459912ae-ae3b-4066-8e8a-ca2842e82f41	abf51d0e-0d4c-4636-b159-784a0661cd63.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-BB-A5HZ	TCGA-BB-A5HZ-01A	Primary Tumor
efbbaf9c-6f7c-4a67-a741-d47133001cd3	1ee4cd4e-7386-493a-9a36-421856a2b924.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CR-7377	TCGA-CR-7377-01A	Primary Tumor
9d43dfa4-d0f3-4068-aea1-a62d3a585718	1d91331e-9fde-48b1-9e87-e322f82ed2dc.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-HNSC	TCGA-CN-5366	TCGA-CN-5366-01A	Primary Tumor
ef9843a7-071b-4dad-8730-ca9b1016076c	f314b85d-f137-4430-9b6e-906c9855c5b9.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-HNSC	TCGA-CV-A464	TCGA-CV-A464-01A	Primary Tumor
db7c3ee7-60dc-4730-b426-b733c6a41ada	ec718692-aabb-496c-8b3b-70bf0fe7c46e.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-BB-7870	TCGA-BB-7870-01A	Primary Tumor
0efa2fc5-d7be-4fa3-b120-4c6203a6b3bd	780c8234-37ac-4321-a470-ca073141e1ab.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-HNSC	TCGA-CV-7247	TCGA-CV-7247-01A	Primary Tumor
7a429336-ad14-42d2-830a-5da8ec0f4d61	76ce50b0-a22f-42b5-acc1-4fa48988c922.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-HNSC	TCGA-C9-A47Z	TCGA-C9-A47Z-01A	Primary Tumor
64cb2e6b-2f08-4748-8bd0-103fa9f970f8	e90bfef7-9231-41cb-8213-e1a67925d2b2.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-HNSC	TCGA-CV-7416	TCGA-CV-7416-11A	Solid Tissue Normal
bdf4c1e7-f823-4828-ac05-e8b0608a2a11	f914722f-f73b-4da6-801d-aa771d3afc3c.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-C9-A47Z	TCGA-C9-A47Z-01A	Primary Tumor
d44713fa-b67b-4de4-a8c3-d3d0bd05d2d4	e90bfef7-9231-41cb-8213-e1a67925d2b2.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-HNSC	TCGA-CV-7416	TCGA-CV-7416-11A	Solid Tissue Normal
95285ee2-cc8b-4f0d-b3da-ae146c1efca2	aef2bec8-0a64-479b-9a3e-06b3b0d9108f.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CQ-A4CG	TCGA-CQ-A4CG-01A	Primary Tumor
7ae98ac5-33e6-4c42-9515-dca8d2d099e9	926ccecb-9025-49ed-a292-ee2924fd316b.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-HNSC	TCGA-CV-A45X	TCGA-CV-A45X-01A	Primary Tumor
94a5d869-a95f-4dca-9f5a-59aaaeb39670	f7ca0295-d9da-4a0d-8923-8a2053aedfe3.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-HNSC	TCGA-CQ-A4CE	TCGA-CQ-A4CE-01A	Primary Tumor
b668d085-9a13-4d78-a973-eba35b289c64	506c4b04-b41f-49e5-84d0-b86ddd8a445e.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CR-7376	TCGA-CR-7376-01A	Primary Tumor
7acd7331-19ee-4160-9bed-f23663032491	d409a68f-39e6-4b1d-af0b-69a9cf8a6532.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CQ-5326	TCGA-CQ-5326-01A	Primary Tumor
232a48b0-75a6-4242-ad19-7ba9bfed7c78	4ffcd57e-8146-46ff-a118-ac047be74ef7.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-HNSC	TCGA-HD-7229	TCGA-HD-7229-01A	Primary Tumor
c5d5756e-464f-4776-99b6-d33fcfd78dd7	2ecc3f75-3b47-456a-bc46-ff8f72db2c42.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-HNSC	TCGA-CX-7219	TCGA-CX-7219-01A	Primary Tumor
c0a9f7a7-01a0-4c05-b9c6-31a5e57d8195	899215eb-1e87-4672-89db-7d505306a79f.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-HNSC	TCGA-CV-A6JN	TCGA-CV-A6JN-01A	Primary Tumor
86686488-255e-4472-bebd-039ff8de087a	c36d8762-f220-4019-980a-80592ecae971.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-HNSC	TCGA-CV-A45R	TCGA-CV-A45R-01A	Primary Tumor
0e663269-dc69-489e-8a6e-a01cdef55cc6	634fba18-013c-432d-86d6-0edc2300990e.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-HNSC	TCGA-CV-7406	TCGA-CV-7406-11A	Solid Tissue Normal
48675b8f-e65e-422e-94aa-ae00067843cb	2566a9e6-cb9f-411e-8688-cdf9626beade.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-HNSC	TCGA-CV-7406	TCGA-CV-7406-01A	Primary Tumor
6bea1887-984f-4825-af67-602459531d62	81887e79-a19e-4e7f-9f62-b4d8602afa56.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-HNSC	TCGA-CR-6471	TCGA-CR-6471-01A	Primary Tumor
6bbf7ecc-6210-4173-956a-aa241cbbff2c	c83c1267-97c6-410a-9922-af05e099e427.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CV-7406	TCGA-CV-7406-01A	Primary Tumor
e4d8bd15-ef21-4a6f-862e-7078b800c51f	08aa3da9-d365-460e-9b09-77731750431f.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-HNSC	TCGA-CV-7415	TCGA-CV-7415-01A	Primary Tumor
4091c45e-63b8-4a4c-874b-2c9133e369b8	24001362-3cfd-4f1d-af1b-33e007dff0ea.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-HNSC	TCGA-CQ-A4CG	TCGA-CQ-A4CG-01A	Primary Tumor
3cf8f0d0-caaf-493b-987f-3259db70dadd	f26bfb05-5870-4f75-b9ba-1c6fa28e35ca.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CV-A6K0	TCGA-CV-A6K0-01B	Primary Tumor
f251a0a3-2d9d-4b3e-9277-9a7bdec380cb	a4908584-21e0-45f8-a1aa-3d39d65fe606.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-IQ-A6SG	TCGA-IQ-A6SG-01A	Primary Tumor
6c93913f-c670-4a58-acdc-91166f249eef	3c4880f0-0dbd-48ef-a394-c005b76a7ecc.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-H7-A76A	TCGA-H7-A76A-01A	Primary Tumor
f10df369-4550-41e7-a4ce-1d9a8aedd9a5	f8137255-a7d8-4e50-901f-e5f933da4d64.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-HNSC	TCGA-CV-7432	TCGA-CV-7432-01A	Primary Tumor
e0b6e092-202f-45a0-a8f9-1de9f04fb04e	5f7c407c-3228-4df4-8760-e83dae1f0944.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-UF-A7JK	TCGA-UF-A7JK-01A	Primary Tumor
d4855784-ef00-4484-960e-60aa232dadce	cc5f90f1-9d51-405a-aa14-dfa55eb0d579.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-HNSC	TCGA-KU-A6H8	TCGA-KU-A6H8-01A	Primary Tumor
7bbe8b3d-496c-4bc2-9f2d-388947750efb	9322f587-ef25-4f89-9485-a0695b5efa60.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-HNSC	TCGA-H7-A76A	TCGA-H7-A76A-01A	Primary Tumor
6d93a281-d466-49c2-8468-c9043ef5b53e	9322f587-ef25-4f89-9485-a0695b5efa60.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-HNSC	TCGA-H7-A76A	TCGA-H7-A76A-01A	Primary Tumor
7a541f8d-3af9-4f94-9096-3c3953199f39	6ba3eb7c-7d71-4948-8813-4a260185f7b0.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CV-7432	TCGA-CV-7432-01A	Primary Tumor
91fa8c2b-ee99-42ec-a0e2-088931d05c4a	1835816c-b9ca-4d5a-8baa-633106ba5755.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CV-7103	TCGA-CV-7103-01A	Primary Tumor
ad1ddfe2-de06-48b7-80be-b90cd7ec05f6	8e493e3b-08db-4885-8d50-64fbfd5eafca.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-HNSC	TCGA-CR-7398	TCGA-CR-7398-01A	Primary Tumor
b1de3ba7-5bb3-496b-a946-437fae8990ac	55ef728e-df6c-496c-820e-926fcce1457e.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-HNSC	TCGA-CV-7255	TCGA-CV-7255-01A	Primary Tumor
5d866859-e5b6-455c-b907-d24df2d2b387	311df412-b424-4aef-8886-c217fd9397d8.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CN-A63V	TCGA-CN-A63V-01A	Primary Tumor
24ae6178-24b5-469d-b196-0a349dd913d0	83fbebf8-d29b-4756-90b2-d6bb035fa2b3.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-HNSC	TCGA-BA-5558	TCGA-BA-5558-01A	Primary Tumor
c45e4ae1-3b59-491a-b0d3-e8560e0d42a0	9eac6179-51a9-49f4-885e-e1ca8ead4056.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CV-6952	TCGA-CV-6952-01A	Primary Tumor
2c5eacad-0a4f-43e6-ad8f-dae2ffe4b0c6	cb606a2b-3c67-44c8-866a-2422e7ac369f.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-HNSC	TCGA-CV-6934	TCGA-CV-6934-01A	Primary Tumor
4f430edd-b9b0-4dee-a873-b0021686d008	ead7ec7b-c4b8-477b-9a03-d0ce48c52148.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-HNSC	TCGA-D6-6826	TCGA-D6-6826-01A	Primary Tumor
eed5f427-c2bd-429d-97ac-cc0f4e01de76	6a4482ed-f8de-4d1d-bc54-05ad70dc7dd9.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-HNSC	TCGA-CV-6934	TCGA-CV-6934-11A	Solid Tissue Normal
3ea984a8-8d51-4994-b8c1-e6cf1f92c6fa	2afa268e-4111-45c8-852a-6433a307b891.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-D6-6826	TCGA-D6-6826-01A	Primary Tumor
fa254c1d-b4d6-48e6-8449-eec58cc566ce	42f3dec7-f188-4c37-afea-25b4a08c7d3f.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-HNSC	TCGA-CV-6441	TCGA-CV-6441-01A	Primary Tumor
09503611-2e57-46e8-912c-0542e50c6ac8	52358730-e14d-471d-a051-7ded4c04457f.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-BA-4075	TCGA-BA-4075-01A	Primary Tumor
97455bd7-337a-45ea-a051-c5db1cc0395c	fe01194a-e04c-4dbc-bef9-2afa924c8107.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-HNSC	TCGA-CN-4729	TCGA-CN-4729-01A	Primary Tumor
55ccd178-6f91-496a-ad16-d82e45928366	47d2e5f4-209d-463b-b6a2-c8a94648b0ea.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CV-7413	TCGA-CV-7413-01A	Primary Tumor
a40e6f8b-3e87-4a28-9e8c-c092a8d3bae8	4c93d858-84fa-4423-827b-5f4b0dcae904.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CV-7090	TCGA-CV-7090-01A	Primary Tumor
d7f8784f-1949-475e-abe0-2978b0a46fde	d58ee36b-3ad9-4925-826c-99d3c9d94027.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-HNSC	TCGA-HD-A633	TCGA-HD-A633-01A	Primary Tumor
af230b1e-2830-410d-8a46-ea6dc1fc3303	93dab5ac-cdae-41e6-a815-6cf5222bf20e.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-HNSC	TCGA-CR-7392	TCGA-CR-7392-01A	Primary Tumor
7c6c78b9-5280-448b-bc3d-e57ebe2152bb	abac1d99-cc04-4506-a1aa-629808a5588b.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-HNSC	TCGA-CN-4736	TCGA-CN-4736-01A	Primary Tumor
c5976308-8c60-4f51-8e86-3b586f137f23	bfd6e5fe-775e-4f51-952c-26b4016541f3.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CR-7392	TCGA-CR-7392-01A	Primary Tumor
40d8ec31-60e2-4c0b-ae9b-c5910e2cebba	67d3e1d0-3643-4964-a966-632eade7711b.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-HD-A634	TCGA-HD-A634-01A	Primary Tumor
29991833-f891-4d1b-bbf8-6ebedbe6167d	70063d82-a1bd-4da8-b365-1df81010e3e4.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-HNSC	TCGA-CN-4740	TCGA-CN-4740-01A	Primary Tumor
793d0e24-ce70-4d19-8bdd-dbcb9e2b6a08	ae03d6d0-72a6-4db4-b1f9-492985caaf82.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-HNSC	TCGA-CR-7369	TCGA-CR-7369-01A	Primary Tumor
2fcfd204-6b92-468e-a4b3-0e65e286f8bd	36ff000c-51b2-4e3d-9300-4c536d0ae141.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-HNSC	TCGA-CV-7235	TCGA-CV-7235-11A	Solid Tissue Normal
32d7d3ba-a8b4-413d-9cc7-d907daf8b407	1d5ccd61-40d4-4ef9-a9cb-822d0324d755.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CV-5439	TCGA-CV-5439-01A	Primary Tumor
fbca202a-0843-4dac-b215-a1cb32062e56	e095e214-f555-4a78-acae-e3a7bb8f6cdf.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-HNSC	TCGA-CQ-A4CH	TCGA-CQ-A4CH-01A	Primary Tumor
45fe66d5-086e-4c69-9024-98d4084b67a6	fb5cc885-60fd-4efc-879f-d9b52022e40d.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-HNSC	TCGA-MT-A67G	TCGA-MT-A67G-01A	Primary Tumor
70835d8a-7bee-4369-bcb7-86813b60f57c	4db5cfdb-e84b-4fad-b3f1-37ec453b21b4.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-HNSC	TCGA-CR-7372	TCGA-CR-7372-01A	Primary Tumor
b190569b-722b-4130-b655-fc91e5c082dd	0ddc124a-f1a5-47f1-af80-b3dcf166d53e.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-HNSC	TCGA-CR-7367	TCGA-CR-7367-01A	Primary Tumor
209f8ebc-42f0-4695-b9f1-d9dc30d0e0b7	fd16e52c-b018-4404-9f93-059b1f8f3a89.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CV-7180	TCGA-CV-7180-01A	Primary Tumor
4bcc0ce5-d153-44f3-b02b-b344160c9eaa	08a476b4-5cd0-4795-9bae-ed980b4252bd.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-HNSC	TCGA-CV-6936	TCGA-CV-6936-11A	Solid Tissue Normal
8fae59bb-c8bd-4125-8c8e-7908eebb5609	ed60b91e-dc3d-4d44-a028-f3b984c5338a.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CV-6936	TCGA-CV-6936-01A	Primary Tumor
ef041670-f4a9-4463-9a23-fb5a409d53dd	c820cbc9-cc38-41b4-abe0-b227323125f0.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CN-5374	TCGA-CN-5374-01A	Primary Tumor
51ea6091-73eb-4419-9537-3864deb5ca94	fa6834e5-f801-45d7-8659-a99a8f7f70c0.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-HNSC	TCGA-CR-7390	TCGA-CR-7390-01A	Primary Tumor
e9bdaf65-7496-49e6-aecd-c915b424cc8d	afc69e61-2af6-4e1c-a96c-71580bab5a2a.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-HNSC	TCGA-CV-A45Y	TCGA-CV-A45Y-01A	Primary Tumor
0a8a1650-86c2-4aad-bd33-518bc02a9610	3765de5b-515f-47c9-adfb-ddd513fb6797.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-HNSC	TCGA-BB-7863	TCGA-BB-7863-01A	Primary Tumor
ada79e9d-dffc-40ef-97cf-7decb87678f6	761e5e2b-d8c9-4d31-be50-6b5ec39e96ba.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-HNSC	TCGA-CV-6948	TCGA-CV-6948-01A	Primary Tumor
4eda7674-c779-437a-9a7d-63952954d0ac	c5657390-ce41-4859-beae-2e1e0017d8f6.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CV-6948	TCGA-CV-6948-01A	Primary Tumor
6a299d04-3ed3-432e-b6e5-4e4f4d3dfb6d	090c4a3a-a761-4cde-9354-57348d0b6b68.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CN-4734	TCGA-CN-4734-01A	Primary Tumor
f70b250d-5105-4aaf-8102-e495bc1e4fe2	e7045fcf-f397-4ce3-a42c-35114116f914.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-HNSC	TCGA-CV-5441	TCGA-CV-5441-01A	Primary Tumor
8146c20e-cab6-4423-9233-2c369c2c7b17	e7045fcf-f397-4ce3-a42c-35114116f914.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-HNSC	TCGA-CV-5441	TCGA-CV-5441-01A	Primary Tumor
97462011-c8af-4335-8886-813b9ba3c697	7f055b03-6ec7-4490-ac04-273d393d05b5.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CV-5440	TCGA-CV-5440-01A	Primary Tumor
0d99adbf-a53d-4f67-8894-a906faa8cd0c	922e6313-d9f9-49d0-8941-5d046fbc0f1a.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-DQ-5631	TCGA-DQ-5631-01A	Primary Tumor
c411b44d-d369-4424-bc64-5e4890701eb9	0e1dd918-c424-45d5-ab9b-0225b4a25e3c.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-HNSC	TCGA-CV-5440	TCGA-CV-5440-01A	Primary Tumor
df640f52-76db-4167-bd57-0135dff677ec	0b826315-76be-4785-8ec8-912da6222f1b.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-HNSC	TCGA-IQ-7632	TCGA-IQ-7632-01A	Primary Tumor
b6a38e2a-0044-4d7c-a223-1bf169d4e088	298480f0-283e-4f33-8d94-349e14c398c0.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CV-6933	TCGA-CV-6933-11A	Solid Tissue Normal
98dcdf20-63b2-4c5f-9611-080f269a52e8	a734bfdb-25fa-400e-8896-2e1a218eda92.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-HNSC	TCGA-CV-5436	TCGA-CV-5436-01A	Primary Tumor
e4ad41a6-3c6c-4492-99aa-108cc6c2871b	effeb215-6d68-490e-9557-f40376dd12a1.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-HNSC	TCGA-CQ-7064	TCGA-CQ-7064-01A	Primary Tumor
819a54ea-3347-4b55-9155-85a1c9d99b7e	5657d9ac-3cd7-461f-a5c2-5f2ec83d5abb.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-HNSC	TCGA-F7-A623	TCGA-F7-A623-01A	Primary Tumor
8c4a7f36-f25b-449a-87e9-e413a35cbca6	8e470a30-68ca-4bf7-aeae-6d884c300c27.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CN-6996	TCGA-CN-6996-01A	Primary Tumor
b59e0484-333c-4c7a-8456-ed8043e5bdc6	188e9bf3-624b-431b-964f-d336b4c62c62.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-HNSC	TCGA-D6-6823	TCGA-D6-6823-01A	Primary Tumor
e4e111dd-4120-4063-b8f2-f170f7c59ca9	188e9bf3-624b-431b-964f-d336b4c62c62.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-HNSC	TCGA-D6-6823	TCGA-D6-6823-01A	Primary Tumor
f0d195b7-76e7-4c4b-98de-a0b8bc914ea7	3f5a79c9-04e5-4b63-aa4e-64498b083b8b.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-HNSC	TCGA-T3-A92N	TCGA-T3-A92N-01A	Primary Tumor
ec1c8dbd-035e-4e68-a22f-1e0f9563f414	5337fd13-aa7e-46d4-a492-5826b5577eeb.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CV-6937	TCGA-CV-6937-01A	Primary Tumor
b4dd9915-1bee-4a4c-8cfa-9bb5c8157243	cc54e56a-2d76-4d26-85c9-8577d79ac151.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-BB-4223	TCGA-BB-4223-01A	Primary Tumor
feaac9ff-5c63-41d6-9f0a-97c9e5d1ecce	31d533cd-8076-4fa8-8a71-24154e3422a5.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-HNSC	TCGA-IQ-A61G	TCGA-IQ-A61G-01A	Primary Tumor
4a8afd9c-37bc-472e-b56a-3bd17c346481	0dfb79b7-6d1e-441d-963a-0c1730b50790.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-HNSC	TCGA-CV-6960	TCGA-CV-6960-11A	Solid Tissue Normal
03799a39-955d-4c1f-a483-0bf26ec346bb	afea3357-8fbc-4570-8afd-effd6cd4f5b5.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-HNSC	TCGA-CV-6937	TCGA-CV-6937-01A	Primary Tumor
